1,Engineering,2.101802507,696,White,Female
1,CS,2.987513582,1519,White,Male
0,Other,3.552595156,545,Hispanic/Latinx,Male
0,Other,3.246624488,1338,American Indian,Male
0,Other,3.352358016,869,White,Male
1,CS,3.107316061,685,Hispanic/Latinx,Male
1,Math/Stat,3.061771099,630,White,Male
1,CS,2.891824661,1312,Hispanic/Latinx,Male
0,Math/Stat,2.769420419,1201,White,Male
1,Other,3.866195213,1160,Hispanic/Latinx,Male
0,Math/Stat,3.181075185,971,White,Male
1,Engineering,2.746389581,1104,Asian/Pacific Islander,Male
0,Other,3.361792806,1066,White,Male
1,Other,3.236340647,958,White,Male
1,Math/Stat,3.286752952,679,White,Male
1,Engineering,3.427881183,1424,Asian/Pacific Islander,Female
0,Other,3.704200671,1041,Black,Female
1,Other,3.29234227,665,Asian/Pacific Islander,Male
0,Other,2.666689398,1217,White,Male
0,Other,2.755887003,366,White,Female
1,Engineering,2.000012955,894,Black,Female
1,Other,2.88822755,836,American Indian,Male
1,Math/Stat,3.457155049,1038,White,Male
1,Math/Stat,2.214218688,923,White,Female
1,Other,2.645050025,1439,American Indian,Female
0,Engineering,2.735000588,854,White,Male
1,Other,2.862294182,1391,White,Male
1,CS,3.456668876,1287,White,Male
1,CS,3.287793429,727,White,Male
0,CS,2.247140201,681,White,Male
1,Math/Stat,3.556645518,1224,White,Male
0,Math/Stat,3.725629478,1331,White,Female
0,Other,2.154779633,1044,Asian/Pacific Islander,Male
1,CS,2.886057552,1186,Black,Male
0,CS,3.0745262,1010,White,Male
0,Other,3.851285992,845,Black,Female
1,Engineering,2.093325534,1117,White,Male
1,Engineering,3.647179879,1256,White,Male
1,Other,2.094759669,1083,Hispanic/Latinx,Female
1,Other,3.182909408,203,Hispanic/Latinx,Male
0,Math/Stat,2.295160798,810,White,Female
0,CS,2.850513983,702,White,Male
1,Math/Stat,2.302844951,1189,White,Male
0,Engineering,2.323816935,1078,Hispanic/Latinx,Female
1,Other,3.870873722,354,American Indian,Male
0,Math/Stat,2.260108881,1027,White,Female
1,Other,2.681405396,1132,Hispanic/Latinx,Female
1,Engineering,2.726448069,933,White,Male
1,Other,3.892132293,1321,White,Female
1,Engineering,2.932359156,1352,Asian/Pacific Islander,Male
0,Other,3.611845794,907,Hispanic/Latinx,Male
1,Other,2.316751942,856,American Indian,Female
1,CS,2.148350105,1054,White,Male
1,Math/Stat,2.202389308,1486,White,Male
0,Math/Stat,3.462059984,844,White,Male
1,Math/Stat,2.689296235,862,Hispanic/Latinx,Male
0,Other,3.368621457,1259,Asian/Pacific Islander,Female
0,Other,2.010389119,473,Black,Male
0,Other,2.76179128,885,Black,Male
0,CS,2.503296303,1172,White,Male
1,Other,3.195519614,627,White,Male
0,Engineering,3.962380753,1076,Asian/Pacific Islander,Female
1,Engineering,2.311425965,388,Hispanic/Latinx,Male
0,Other,3.095235685,780,Black,Female
1,Other,3.194027739,1476,White,Male
1,Other,2.367660812,1590,White,Female
0,CS,3.633343017,1429,White,Female
1,Math/Stat,3.13141862,1327,White,Female
1,Engineering,2.058043516,459,Black,Male
0,Math/Stat,3.719970963,1138,White,Male
1,Other,3.084057287,1076,Hispanic/Latinx,Male
0,Math/Stat,3.376513536,997,White,Male
0,Math/Stat,2.747390033,1223,White,Female
1,Other,3.792424143,224,Black,Female
0,Engineering,3.321015393,644,White,Male
1,Math/Stat,3.31902621,1348,White,Female
1,Engineering,2.369741347,1289,White,Female
0,Other,2.985285869,331,Asian/Pacific Islander,Male
1,CS,2.458350223,910,White,Male
0,Other,2.847772577,535,Hispanic/Latinx,Male
0,Other,3.960168102,476,White,Female
1,CS,3.13045195,906,White,Female
1,Engineering,2.835849588,1329,Black,Male
1,Other,2.23265973,693,American Indian,Male
0,Other,2.224916047,938,Hispanic/Latinx,Male
1,CS,2.224368085,1308,White,Male
0,CS,3.573803235,718,White,Male
1,CS,2.66027636,1257,Black,Male
0,Other,3.091285619,384,American Indian,Male
1,Other,2.006219162,1154,White,Male
1,Other,3.436787246,1551,Black,Male
1,Other,3.978249666,747,White,Female
1,Other,3.686271634,761,Black,Male
1,Other,3.30790417,980,American Indian,Male
0,Other,2.907676051,538,Black,Female
0,Engineering,2.779879478,855,White,Male
0,Other,3.913249227,255,Asian/Pacific Islander,Female
1,Math/Stat,3.069778071,1552,White,Female
0,Other,3.73373752,1457,Black,Male
1,Other,2.064412646,673,Black,Female
1,Math/Stat,2.65028985,340,Hispanic/Latinx,Male
0,Other,3.736388248,374,Hispanic/Latinx,Female
0,CS,2.050028377,1289,White,Male
1,Other,2.414563898,739,White,Male
0,Other,3.813103255,1563,Asian/Pacific Islander,Male
1,Other,2.980080047,594,Hispanic/Latinx,Male
1,Math/Stat,2.770576151,750,Hispanic/Latinx,Male
0,Math/Stat,2.259013926,928,White,Male
1,Other,3.744752221,1019,Black,Male
1,Engineering,2.628946964,1027,Hispanic/Latinx,Male
1,Other,2.923675171,217,White,Male
1,Other,3.209484059,1391,White,Male
1,Other,2.223249708,835,Black,Male
1,CS,2.98106273,1552,White,Male
0,Math/Stat,2.468776021,1575,White,Male
1,Math/Stat,3.360250791,1441,White,Female
0,Other,2.591524966,1185,Black,Male
0,Engineering,2.678682376,1451,White,Male
0,CS,3.080039475,1009,Asian/Pacific Islander,Male
1,Other,3.897183036,383,Asian/Pacific Islander,Male
0,CS,2.658474739,848,Asian/Pacific Islander,Male
1,CS,3.158994361,1399,Asian/Pacific Islander,Male
1,Engineering,2.522946692,1526,White,Female
0,Other,3.165339998,977,American Indian,Female
1,Engineering,2.117391735,660,White,Male
1,Math/Stat,3.197020615,1269,White,Male
1,Other,3.268048805,1571,American Indian,Male
0,Other,2.926685607,687,Hispanic/Latinx,Male
1,Engineering,2.180815444,547,Hispanic/Latinx,Male
0,CS,2.739937076,1508,White,Male
0,Math/Stat,2.415074862,1390,White,Male
1,CS,2.765567212,1267,Asian/Pacific Islander,Male
1,Math/Stat,2.717829805,1218,Black,Male
1,CS,2.094895341,1526,Black,Male
0,Engineering,2.454338751,1365,White,Male
1,Math/Stat,3.193554216,1562,White,Male
1,Math/Stat,2.810786024,757,White,Female
0,CS,2.702895883,768,White,Female
0,Other,3.15012362,998,Hispanic/Latinx,Female
1,CS,3.118099467,1365,Hispanic/Latinx,Male
1,Other,3.876197335,1043,Hispanic/Latinx,Male
0,Other,3.052927247,953,Hispanic/Latinx,Female
1,CS,2.697240865,1385,Black,Male
1,Other,3.546165823,747,Black,Male
1,Other,2.996760631,1164,Hispanic/Latinx,Male
0,Other,2.66201445,268,Asian/Pacific Islander,Female
1,Other,2.111043378,1087,White,Female
0,Other,3.584931985,255,Black,Male
1,Other,3.976178677,1148,American Indian,Female
0,CS,3.395973988,1061,White,Male
1,Math/Stat,3.682198437,797,White,Female
0,Other,3.957107487,337,American Indian,Female
1,Engineering,2.159815942,937,White,Male
0,Other,2.524236624,509,Hispanic/Latinx,Male
1,Other,2.549077215,413,White,Male
0,Other,3.586215042,843,American Indian,Male
0,Math/Stat,2.709146889,691,White,Female
0,Other,3.6764695,451,Asian/Pacific Islander,Female
1,Other,3.352451796,338,American Indian,Female
0,Other,2.205495553,1078,White,Female
1,Math/Stat,2.314190198,1382,Asian/Pacific Islander,Female
1,CS,2.514257687,840,White,Male
1,Math/Stat,2.853328075,957,Asian/Pacific Islander,Female
1,Other,2.381379815,726,Hispanic/Latinx,Male
1,CS,2.703118404,690,Black,Male
0,Other,3.730920907,698,American Indian,Female
1,Other,2.294424916,1575,Black,Male
1,CS,3.969220368,1467,Asian/Pacific Islander,Male
0,Other,3.64871941,1189,Black,Male
0,Math/Stat,2.544028915,1249,White,Female
0,Math/Stat,2.963738121,628,White,Male
0,CS,2.614345928,925,White,Male
1,Other,3.875825951,539,Black,Female
1,Other,2.409464426,783,White,Female
0,CS,2.082476991,893,White,Male
1,Other,3.830127657,809,Hispanic/Latinx,Male
1,Other,3.658665342,704,Hispanic/Latinx,Male
1,Other,3.909378063,1050,Hispanic/Latinx,Male
0,Other,3.497543642,1317,American Indian,Female
1,Engineering,2.030462058,1110,White,Male
0,Math/Stat,2.531757478,1206,White,Female
0,Math/Stat,3.44496203,1188,Asian/Pacific Islander,Male
1,Other,2.440113057,694,White,Male
1,Other,2.448721181,1140,American Indian,Female
0,Other,2.114723808,679,American Indian,Female
1,Other,2.017935546,1398,Black,Male
1,Math/Stat,3.755454999,1467,White,Female
0,Engineering,3.690791111,1353,White,Female
0,Other,3.261840454,1427,American Indian,Female
1,Engineering,2.214431281,608,Hispanic/Latinx,Female
1,CS,2.242940563,337,Hispanic/Latinx,Female
1,Other,2.80130478,513,White,Male
0,Other,2.465149533,1402,White,Female
0,Other,2.471959711,1061,American Indian,Female
1,Other,3.385716492,1592,Hispanic/Latinx,Female
0,Other,2.801808315,1409,Black,Female
1,Other,2.719965977,1153,White,Female
0,Math/Stat,2.799178647,900,White,Male
1,Engineering,3.000418514,1179,Asian/Pacific Islander,Male
1,Other,2.01667297,1165,Black,Male
1,Other,2.027376282,1574,Asian/Pacific Islander,Male
1,Engineering,3.401428275,1304,White,Male
1,Engineering,3.356180132,1491,White,Male
1,Engineering,2.769488694,1019,White,Male
1,Engineering,3.705084615,1308,Asian/Pacific Islander,Male
1,Engineering,2.391446768,1567,White,Male
1,Other,2.870397084,591,Asian/Pacific Islander,Male
0,Other,3.192629864,399,American Indian,Female
1,CS,3.685259742,1516,White,Female
0,Other,3.691657482,1129,Hispanic/Latinx,Female
1,CS,3.100393117,1509,Asian/Pacific Islander,Male
1,CS,3.609734602,1544,Asian/Pacific Islander,Male
0,Other,3.57343758,788,Hispanic/Latinx,Female
0,CS,2.620737151,1210,White,Male
0,Engineering,3.157163193,1578,White,Male
1,Engineering,2.209161258,564,Hispanic/Latinx,Male
1,Math/Stat,2.313813348,950,White,Female
1,Other,2.521791916,1191,Asian/Pacific Islander,Female
0,Other,3.714697953,1046,American Indian,Female
1,CS,2.812093691,1229,Asian/Pacific Islander,Male
1,Math/Stat,2.208135496,828,Hispanic/Latinx,Male
1,Other,2.279741261,1111,Asian/Pacific Islander,Male
0,Other,3.011225394,828,White,Male
0,Other,3.812802164,908,Hispanic/Latinx,Female
0,Other,3.341326246,916,Hispanic/Latinx,Male
0,Other,2.813105457,856,Black,Female
1,CS,2.295590616,1001,Hispanic/Latinx,Male
1,Other,3.191283178,738,Asian/Pacific Islander,Female
1,CS,2.296364424,644,Hispanic/Latinx,Female
1,Engineering,2.307585727,683,White,Female
0,Other,2.252002264,899,Asian/Pacific Islander,Male
0,Other,2.864078341,1425,White,Female
1,Math/Stat,2.708434019,741,Hispanic/Latinx,Male
0,CS,3.496422824,736,White,Male
1,Math/Stat,2.077045896,1477,White,Female
0,Other,2.497213023,1424,American Indian,Female
0,Engineering,3.144135229,880,White,Female
1,Math/Stat,2.617887005,479,Hispanic/Latinx,Male
1,CS,2.753115127,1091,White,Male
0,Other,2.965587947,1374,Asian/Pacific Islander,Male
1,Engineering,2.03693408,1513,Hispanic/Latinx,Female
0,Math/Stat,2.125305178,1278,White,Male
0,Engineering,3.566455343,1435,White,Female
0,Other,3.348040362,1491,White,Male
0,Engineering,2.666901579,1476,White,Female
1,Other,2.746740985,319,Asian/Pacific Islander,Female
0,CS,2.631219648,1125,White,Male
0,Engineering,2.005387857,1305,White,Male
1,Math/Stat,2.238428172,1478,White,Female
0,Engineering,3.712556064,1302,White,Female
1,Engineering,3.182362914,841,White,Male
1,Math/Stat,3.251714877,1197,White,Male
1,Engineering,3.731171229,1192,White,Male
0,Other,2.726543017,1526,Hispanic/Latinx,Male
1,CS,2.394728792,1301,Asian/Pacific Islander,Male
1,Engineering,2.192037774,822,White,Male
0,CS,3.442962024,1107,White,Male
0,Other,2.413150773,238,Hispanic/Latinx,Male
0,Engineering,2.938689148,1006,White,Male
1,Other,2.972778083,841,Asian/Pacific Islander,Male
1,Engineering,3.880842293,1564,Asian/Pacific Islander,Male
0,Math/Stat,3.046196195,1267,White,Female
0,Other,3.203177799,1056,American Indian,Male
0,Other,3.109620217,294,Black,Male
1,Math/Stat,3.177306956,1246,Asian/Pacific Islander,Male
1,Engineering,2.032599012,930,White,Male
0,Other,3.14840378,642,American Indian,Female
0,Math/Stat,3.397701187,1448,White,Male
0,Other,2.00614257,1241,Black,Male
0,Other,3.760914653,941,Black,Male
1,Math/Stat,2.918899311,1428,Asian/Pacific Islander,Male
1,Math/Stat,3.223285401,1005,White,Female
0,Math/Stat,2.883225462,1509,White,Female
1,Other,3.548140435,641,American Indian,Female
1,CS,2.104388238,1043,White,Male
0,Engineering,2.055218004,734,White,Male
1,Math/Stat,2.903975353,940,White,Male
1,Other,2.736525163,1311,White,Male
1,Other,3.774711721,1237,Hispanic/Latinx,Male
0,Other,3.245405486,1117,White,Male
1,Engineering,2.239959495,1488,Asian/Pacific Islander,Male
0,Other,2.760429439,531,Black,Male
1,CS,3.515311189,632,White,Male
1,Other,3.74170905,202,Black,Male
0,Math/Stat,3.688224288,1274,White,Male
1,Engineering,3.181107521,1483,White,Female
0,Other,3.048905589,750,Asian/Pacific Islander,Male
1,CS,2.263577176,1491,White,Male
0,Other,3.092188727,1253,Asian/Pacific Islander,Male
1,CS,2.865931213,850,White,Female
1,Other,3.856631746,597,Hispanic/Latinx,Male
1,Engineering,3.299929958,853,Asian/Pacific Islander,Male
1,Engineering,2.313241135,1030,White,Male
1,Other,3.039778974,849,Hispanic/Latinx,Female
1,Engineering,2.767113074,1422,White,Male
1,Engineering,3.151288342,896,Asian/Pacific Islander,Male
0,Other,3.712075396,1030,Hispanic/Latinx,Male
1,Other,2.583660425,611,Black,Female
1,Other,3.723400311,1533,Asian/Pacific Islander,Female
0,Other,2.654008397,747,Black,Female
0,Other,2.193883472,1379,Asian/Pacific Islander,Female
1,Engineering,3.484154906,994,White,Male
0,Other,3.078015972,392,Hispanic/Latinx,Female
1,Other,2.561940487,400,Hispanic/Latinx,Male
0,CS,3.50843419,1013,White,Male
1,Other,2.08498567,560,American Indian,Female
0,Other,3.422851803,1447,White,Female
0,Engineering,2.57137545,1358,White,Male
0,Other,2.077226961,930,Black,Male
0,Other,3.555338466,1280,White,Male
1,Engineering,2.097477173,814,White,Male
0,Other,2.199587533,1116,American Indian,Female
1,Other,2.148491896,1502,White,Male
1,CS,2.918468968,820,White,Male
0,Engineering,2.490043823,1547,White,Female
1,Other,2.652022583,483,Black,Female
1,Other,2.359461369,570,Hispanic/Latinx,Male
1,Other,3.803186384,506,Hispanic/Latinx,Male
1,Other,2.312036662,1513,Asian/Pacific Islander,Female
1,Math/Stat,3.906816927,938,Asian/Pacific Islander,Female
1,Other,2.751129414,462,Black,Male
0,Other,2.626898105,1482,Hispanic/Latinx,Male
0,Other,2.582806209,652,Hispanic/Latinx,Female
1,Engineering,2.981050037,505,Hispanic/Latinx,Male
1,CS,2.805657406,1328,White,Male
1,Math/Stat,2.150813412,896,White,Female
1,Other,2.055381472,1484,American Indian,Female
0,Other,2.078794944,941,Asian/Pacific Islander,Male
1,Engineering,3.345187334,1176,Asian/Pacific Islander,Female
1,Other,3.646788582,624,Black,Female
1,Engineering,3.672523159,1347,White,Male
0,Other,2.157431649,1383,Black,Female
0,Math/Stat,2.382141455,1569,White,Male
0,Other,2.275650143,253,White,Female
1,Other,2.737860905,852,White,Male
1,Math/Stat,2.080121764,930,Hispanic/Latinx,Male
1,CS,2.64818871,560,Black,Female
1,Other,3.613551712,1305,Asian/Pacific Islander,Female
1,Math/Stat,3.134463864,998,White,Male
0,Other,3.960538432,254,White,Female
1,Engineering,3.425479047,1466,Asian/Pacific Islander,Male
1,CS,2.588129811,1583,White,Male
0,Other,2.069901279,1042,White,Male
0,Other,3.131546052,535,Asian/Pacific Islander,Male
0,Math/Stat,2.988198514,1257,White,Male
1,Math/Stat,2.866001441,1549,Asian/Pacific Islander,Male
1,CS,2.326706027,1015,Black,Male
0,Engineering,3.308258613,1183,White,Male
0,Math/Stat,3.521585914,1015,Asian/Pacific Islander,Male
1,CS,2.05288951,1431,White,Male
0,Other,3.618263649,488,Black,Female
0,Other,2.305476465,872,Asian/Pacific Islander,Female
1,Other,2.904946592,1202,Black,Male
1,Other,2.135190315,901,White,Male
1,CS,2.90954033,1519,Black,Male
0,Other,3.252604373,918,Hispanic/Latinx,Female
1,Math/Stat,2.418907868,1437,White,Male
0,CS,3.729002865,1092,White,Male
1,Other,3.432823736,846,Asian/Pacific Islander,Female
0,Other,2.512953481,799,Black,Female
1,Engineering,2.709807958,1472,Hispanic/Latinx,Male
1,Math/Stat,2.062597317,854,Black,Female
1,Other,3.764151409,683,Hispanic/Latinx,Male
1,Other,2.765088292,309,American Indian,Female
0,Engineering,2.391204631,1535,White,Male
1,Math/Stat,2.693289244,540,Black,Male
1,CS,3.584805377,711,White,Male
1,Math/Stat,2.722116913,635,White,Female
1,Other,3.601990953,1426,Hispanic/Latinx,Female
1,Other,2.354884126,737,Asian/Pacific Islander,Female
0,Math/Stat,2.658048749,810,White,Female
0,Other,2.693843052,914,Asian/Pacific Islander,Female
0,Other,2.243923247,590,White,Male
1,CS,3.087340176,1480,Asian/Pacific Islander,Male
1,Other,2.505206662,1497,White,Female
1,Engineering,2.34364711,1392,White,Male
1,Math/Stat,3.060974984,1192,White,Male
0,Other,2.334683001,1321,White,Male
0,Other,3.377620971,213,American Indian,Female
1,Math/Stat,3.435857457,676,White,Male
1,Other,3.554621081,1052,American Indian,Male
1,Math/Stat,2.736502108,1077,Asian/Pacific Islander,Female
1,Other,2.93969345,785,White,Male
0,Other,2.128093647,903,Hispanic/Latinx,Male
0,Math/Stat,2.734972018,1347,Black,Female
0,Other,3.528683276,1273,White,Female
1,Engineering,2.313236543,1486,White,Male
1,Other,2.548609746,326,Asian/Pacific Islander,Female
0,CS,2.0144495,973,White,Female
0,Other,3.008971366,868,Black,Female
0,Other,2.1280895,967,Black,Female
1,Engineering,2.999700547,1219,White,Male
1,CS,3.408456271,734,White,Male
1,Other,2.525117763,227,Hispanic/Latinx,Female
0,Math/Stat,2.305486143,1479,White,Male
0,CS,2.548734014,791,Black,Female
0,Other,3.655298402,1463,American Indian,Female
1,Math/Stat,2.536774358,1367,Hispanic/Latinx,Female
0,Other,3.421462264,819,Asian/Pacific Islander,Female
0,Other,3.79263296,1142,American Indian,Female
0,Other,2.271152009,1479,Asian/Pacific Islander,Male
0,Engineering,2.374925205,811,White,Male
0,Other,2.139653078,468,American Indian,Male
0,CS,2.894017487,1502,White,Male
1,Other,3.305394319,735,Hispanic/Latinx,Female
1,Math/Stat,2.536440048,1507,White,Male
1,Math/Stat,3.211165997,721,White,Female
0,CS,3.641850124,651,White,Male
0,Other,3.492085796,1498,Hispanic/Latinx,Male
0,Other,2.827367839,1003,Black,Female
1,Engineering,2.723791274,997,Black,Male
0,CS,2.049647166,1277,White,Male
1,CS,3.874488631,1541,Asian/Pacific Islander,Male
0,Engineering,2.254386884,1262,White,Female
0,Other,3.716375138,715,Black,Male
0,Other,3.288951908,708,Hispanic/Latinx,Male
0,Other,3.958988023,1399,American Indian,Male
1,Other,2.183026395,679,Black,Male
1,Other,3.039381143,946,American Indian,Male
0,Other,3.629823978,321,American Indian,Female
1,Math/Stat,2.081787277,1286,White,Male
0,Other,2.893874002,1393,White,Male
1,Engineering,2.454546341,1253,White,Male
0,Other,2.603656933,1409,Hispanic/Latinx,Male
1,Other,3.427957642,645,Black,Female
0,Engineering,3.340867632,1106,White,Male
1,Other,2.047389024,930,Black,Male
0,Math/Stat,2.301781332,813,White,Male
1,Other,3.26449156,1540,American Indian,Male
0,Other,2.987860942,319,Black,Female
1,Other,3.225475016,884,Asian/Pacific Islander,Female
1,Other,3.56775824,1056,Black,Female
0,CS,2.423143513,1006,White,Male
0,Other,2.294769553,1525,American Indian,Female
0,Math/Stat,2.401976607,1421,White,Female
0,Other,2.876302943,685,Black,Female
0,Other,2.503686614,243,American Indian,Female
0,Other,3.382577607,832,Asian/Pacific Islander,Female
1,CS,2.317830096,1246,Hispanic/Latinx,Male
1,Engineering,3.390932903,1120,White,Male
1,Engineering,3.131101254,1423,Asian/Pacific Islander,Male
1,Math/Stat,2.937080169,1005,Black,Male
0,Other,3.303039595,613,Asian/Pacific Islander,Female
1,Other,3.348340524,1287,Asian/Pacific Islander,Female
0,CS,2.386547331,866,Asian/Pacific Islander,Female
1,Other,2.528702925,762,Asian/Pacific Islander,Female
0,CS,3.120859301,1073,White,Male
1,Math/Stat,2.108255226,520,Hispanic/Latinx,Female
0,Engineering,3.154450266,737,White,Male
0,Other,2.242909526,1135,American Indian,Female
1,Other,3.30603381,354,American Indian,Female
1,Other,2.261651796,886,Black,Female
1,CS,2.252276395,1555,White,Female
1,Other,2.746683318,1535,White,Male
1,Other,2.404945413,1000,American Indian,Male
1,Engineering,2.939987045,1061,Black,Female
0,Math/Stat,3.62996572,1458,White,Male
1,Other,2.584707908,1131,White,Female
1,Other,3.125701033,1389,Asian/Pacific Islander,Female
0,Other,3.053052754,404,Black,Female
0,Other,3.89957975,314,Hispanic/Latinx,Female
1,Engineering,2.473129115,743,White,Male
1,Other,3.234826464,1418,White,Male
1,Engineering,3.697522062,961,White,Female
0,Other,3.970892929,1094,Hispanic/Latinx,Female
1,Other,3.282248694,627,White,Male
0,Other,2.759045837,781,Asian/Pacific Islander,Male
0,Math/Stat,2.944920756,1299,White,Male
1,CS,2.616680755,975,Black,Male
0,Engineering,3.251558268,1553,White,Male
1,Engineering,2.746880729,779,Hispanic/Latinx,Female
0,Other,2.56775933,1443,American Indian,Male
0,Other,3.372101719,1510,White,Female
1,Math/Stat,3.429925809,1115,Asian/Pacific Islander,Male
0,Other,3.028550652,613,Black,Male
0,CS,3.145654072,1302,White,Male
0,Other,2.093088175,344,Black,Male
1,Other,3.247335345,1360,Black,Female
1,Math/Stat,2.986310073,1222,Hispanic/Latinx,Male
0,Math/Stat,3.422914862,1113,White,Female
1,CS,2.391265986,1164,Black,Female
